Subject,Stimulus,code,End Time [ms],Saccade Start [ms],Saccade Duration [ms],Saccade End [ms],StartPosition X,StartPosition Y,EndPosition X,EndPosition Y, Amplitude [F],Position X AOI,Position Y AOI, Velocity  Average [F/s],Velocity  Peak [F/s],Peak Velocity at [%],Eye L/R,Number
31,3p right.jpg,1,1489,323,16,339,531,378.3,652.5,374.7,1.3,0,4.8,79.1,251.5,100,Left,1
31,3p right.jpg,1,1489,922,16,939,718.8,356.5,719.1,356.3,0,570.7,142.6,0.9,1.2,100,Left,2
31,4a left.jpg,1,1488,355,49,405,536.7,387,866.1,325.4,6,768.9,82.3,119.4,310.4,100,Left,1
31,4p left.jpg,1,1492,399,16,416,505,361,371.9,361.4,1.5,778,222.5,89.1,275.3,100,Left,1
31,5a right.jpg,1,1492,315,16,331,580.1,392.4,703.7,385.9,1.6,819.4,280.2,97.7,256,100,Left,1
31,5a right.jpg,1,1492,664,83,748,703,369.8,243.2,351.6,10.6,746,208.5,127,266.5,40,Left,2
31,5a right.jpg,1,1492,1231,16,1248,202.8,373,203.6,374.6,0,0,5.2,2.5,3.6,100,Left,3
31,5p right.jpg,1,1487,371,16,387,539.6,385.2,652.4,380.5,1.5,0,5.8,89.7,233.5,100,Left,1
31,5p right.jpg,1,1487,787,16,804,702.1,366.1,702.7,369.4,0.1,809.5,96.5,6.7,11.4,100,Left,2
31,6a right.jpg,1,1488,371,16,388,539.6,380.7,639.5,379.2,1.3,819.2,120.1,80.9,206.6,100,Left,1
31,6p left.jpg,1,1491,457,16,474,517,380.5,388.4,375.1,1.4,900.6,143.8,81.7,266.3,100,Left,1
31,6p left.jpg,1,1491,1274,16,1291,315.4,372.2,317.2,371.9,0.1,567,318.5,3,3.7,100,Left,2
31,7a left.jpg,1,1489,306,16,322,512,396.9,394.1,396.6,1.4,942.4,218.2,83.6,243.9,100,Left,1
31,7a left.jpg,1,1489,705,16,722,386.4,383.6,505.2,355.2,1.5,990.8,174.7,89.2,252.9,100,Left,2
31,7a left.jpg,1,1489,855,33,889,537.6,366.9,774,363.2,3.6,484.4,73.8,108.1,280.1,49.8,Left,3
31,7p right.jpg,1,1483,317,16,333,571.6,370,694.2,366.4,1.3,246.1,99,78.4,253.8,100,Left,1
31,8a right.jpg,1,1484,301,16,318,555.6,388.3,678.5,384.9,1.5,276.6,149.7,86.6,254.4,100,Left,1
31,8a right.jpg,1,1484,601,66,667,647.7,378,261.7,376.7,9.5,467.8,134.8,142.2,306.3,24.9,Left,2
31,8a right.jpg,1,1484,917,16,934,184.7,359.2,185,355.5,0.1,693.3,353.2,8.5,14.8,0,Left,3
31,8p left.jpg,1,1489,423,16,439,519.1,353.1,421.8,355.4,1.2,693.3,353.2,74.5,201.3,100,Left,1
31,8p left.jpg,1,1489,656,49,706,380.3,367.4,714.7,357.1,5.9,495.4,111.4,117.5,276,33.3,Left,2
31,8p left.jpg,1,1489,839,33,873,710.7,342.4,420,365,5.1,681.8,112,154,329.2,50,Left,3
31,8p left.jpg,1,1489,973,16,989,352.2,396.9,353.3,398.6,0.1,777.1,259.8,6.5,19.6,0,Left,4
31,9a right.jpg,1,1491,324,16,341,532.1,387.9,638.9,380.1,1.2,742.9,174.8,70.7,221.5,100,Left,1
31,9a right.jpg,1,1491,591,33,624,581.8,372.9,360.4,368.5,4.5,733,182.8,133.8,239.5,50.2,Left,2
31,9a right.jpg,1,1491,741,33,774,283.8,349.8,118.3,372.2,3.4,2.4,0,101,255.8,50.2,Left,3
31,9a right.jpg,1,1491,874,16,891,56.8,364.9,84.6,401.9,0.5,350.8,269.4,31.6,95.9,100,Left,4
31,9a right.jpg,1,1491,1091,16,1108,77.9,399.2,88.9,314.2,1.2,362.5,262.4,73.1,177.3,100,Left,5
31,9a right.jpg,1,1491,1307,16,1324,165.7,332.8,166.5,335.3,0.1,534,262.5,6.2,7.6,100,Left,6
31,9p right.jpg,1,1492,14,66,81,522.6,373.6,436.7,376.6,3.5,0,1.8,52.8,176,100,Left,1
31,9p right.jpg,1,1492,248,33,281,340.2,376.2,176.2,370.2,2.4,654,257.5,72.6,179.5,100,Left,2
31,9p right.jpg,1,1492,464,16,481,241,359.6,249.1,359.7,0.8,566.8,137.8,50.3,167.1,0,Left,3
31,9p right.jpg,1,1492,581,49,631,266.6,358.6,678.1,355.4,7.2,744.5,158.8,143.5,313.2,33.5,Left,4
32,10p right.jpg,1,1484,284,16,301,582.9,390.6,705.8,383.4,1.7,764.8,189.4,101,254.6,100,Left,1
32,11a left.jpg,1,1492,447,66,513,78.4,387.8,776,300.9,14.8,795.6,220.6,222,444.2,74.9,Left,1
32,11a left.jpg,1,1492,713,16,730,834.3,310,866.5,310.7,0.5,286.1,65,29.3,66.8,100,Left,2
32,11p right.jpg,1,1485,2,83,85,776,327.4,492.8,334.4,7.4,281.7,165.6,89.5,376,79.9,Left,1
32,11p right.jpg,1,1485,218,33,251,494.1,381.5,698.5,335.9,3.2,543.3,129.3,96.4,261,100,Left,2
32,12a left.jpg,1,1483,250,16,267,658.4,323.9,454.1,330,2.4,470.5,77.4,142,422.5,100,Left,1
32,12a left.jpg,1,1483,367,49,417,408.1,345.9,902.5,325.4,9.4,536,189.6,188.2,444.8,100,Left,2
32,12p left.jpg,1,1492,326,16,343,504.1,382.9,336,386,1.5,392.5,442.8,91.5,347.6,100,Left,1
32,13p right.jpg,1,1491,225,16,241,509.5,378.6,662.7,380.7,1.6,621.8,381.3,95.5,316.7,100,Left,1
32,14p right.jpg,1,1485,286,16,303,504,372.1,619.1,369.8,1.2,528.6,394.9,69.2,238.1,100,Left,1
32,14p right.jpg,1,1485,602,16,619,692.5,345.4,695.4,345.3,0.1,679.1,368.2,5.4,8.1,0,Left,2
32,15a right.jpg,1,1492,312,16,329,912.3,309.4,980.9,306.4,1,679.1,368.2,60.1,142.1,100,Left,1
32,15a right.jpg,1,1492,495,83,579,980.8,299.1,132.9,361.5,19,371.8,384.1,228.4,508.3,19.9,Left,2
32,15p right.jpg,1,1492,229,16,245,580.1,369,668.1,361.8,1.6,471.5,698.4,96.7,182.8,0,Left,1
32,16p left.jpg,1,1486,319,16,336,501.7,391.9,361.9,392.4,1.8,521.2,353.4,107.2,289.2,100,Left,1
32,17a left.jpg,1,1492,360,66,427,138.1,386.6,841,344.9,14.7,371.8,384.1,220,429.9,50.1,Left,1
32,17p right.jpg,1,1482,232,16,249,499.6,372.5,668.1,370,1.6,523.8,369.5,96.9,348.3,100,Left,1
32,18p left.jpg,1,1492,259,16,276,479.9,380.5,336.1,381.4,1.4,676,349.9,85.4,297.4,100,Left,1
32,19a right.jpg,1,1489,423,50,473,860.2,326.2,284.6,324.8,11.6,671.8,348.5,232.3,458.7,66.5,Left,1
32,19p right.jpg,1,1489,323,16,340,503.7,374.8,695.3,369,1.9,676,349.9,111.4,396.3,100,Left,1
32,1a left.jpg,1,1492,359,66,426,166.1,368.6,827.3,333.9,13.4,671.8,348.5,200.9,455.9,74.9,Left,1
32,1p right.jpg,1,1490,290,16,306,523.2,383.8,705.1,379.3,1.9,408.8,368.9,114.9,376.3,100,Left,1
32,20a right.jpg,1,1492,10,50,60,506.4,374.2,735.4,316.9,5.5,357.9,354.3,109.4,389.5,66.5,Left,1
32,20a right.jpg,1,1492,293,16,310,750.5,314.2,919.9,314.7,1.6,527.1,373.3,92.6,350.3,100,Left,2
32,20a right.jpg,1,1492,460,66,526,922.2,309.7,196.2,288.2,14.7,357.9,354.3,220.8,481.3,25,Left,3
32,20p left.jpg,1,1490,273,16,290,497.4,378.4,344,379.9,1.4,496.3,376.7,82.5,317.3,100,Left,1
32,21p left.jpg,1,1492,245,16,262,495.7,385.9,366.8,388.7,1.3,365.1,365.4,77.6,266.7,100,Left,1
32,22a left.jpg,1,1484,1,33,34,528.4,398.2,931.2,303.1,7.7,516.6,395.3,232.4,430.5,50,Left,1
32,22p left.jpg,1,1491,274,16,291,474,383.8,316.6,382.8,1.6,365.1,365.4,94.8,325.5,100,Left,1
32,23a left.jpg,1,1492,326,66,393,156.6,354.5,823.8,325.4,13.4,393.1,349.9,200.6,495.6,75,Left,1
32,23p right.jpg,1,1488,121,16,138,492.7,377.5,645.2,361.2,2,367.6,348.6,120.4,317.3,100,Left,1
32,24a right.jpg,1,1491,358,66,425,808.6,340.9,230.9,346.1,12,529.2,355.7,179.8,439.5,50,Left,1
32,24p left.jpg,1,1490,340,16,357,495,406,401.1,405.3,1.3,367.6,348.6,78.8,194.3,100,Left,1
32,24p left.jpg,1,1490,774,16,790,320.8,390.3,319.7,389.8,0,557.7,372.9,2.4,5.2,100,Left,2
32,2a right.jpg,1,1492,1116,16,1132,1002.3,326.9,1013.1,325.1,0.2,689.2,359.2,9.8,22.7,100,Left,1
32,2p left.jpg,1,1492,332,16,349,494.6,372.9,354.8,374,1.3,685.4,367.8,78.4,289.2,100,Left,1
32,2p left.jpg,1,1492,1315,100,1415,321.4,387.2,300.5,379,12.5,689.2,359.2,125.3,273.2,66.7,Left,2
32,3p right.jpg,1,1489,239,16,256,499.6,384.6,623.4,382.2,1.7,685.4,367.8,101.7,256.3,100,Left,1
32,3p right.jpg,1,1489,1156,16,1173,692.7,363.2,692.5,358.9,0.1,479.6,379.2,5.2,8.9,100,Left,2
32,4a left.jpg,1,1492,230,49,280,501.9,375.2,938.8,287.7,8.6,365.1,364.1,172.3,358.8,66.8,Left,1
32,4p left.jpg,1,1489,323,16,340,483.6,375.9,330.6,371.4,1.6,365.1,364.1,93.7,316.7,100,Left,1
32,5p right.jpg,1,1492,297,16,313,554.5,373.8,739.3,364.8,2.2,537.7,379.3,132.2,382.4,100,Left,1
32,5p right.jpg,1,1492,1163,16,1180,683.6,325.1,684.1,318.2,0.2,682.6,342.3,11.2,18.3,100,Left,2
32,6a right.jpg,1,1484,417,16,434,904.7,285.1,987,282.1,0.9,682.6,342.3,54.2,170.5,100,Left,1
32,6a right.jpg,1,1484,600,66,667,898.7,279.1,184.5,319.6,16.4,529.6,365,245.4,456.1,50,Left,2
32,6p left.jpg,1,1486,253,16,270,491.9,382.1,328.1,386.4,1.5,565.6,356.1,93.3,338.8,100,Left,1
32,7p right.jpg,1,1490,257,16,273,517.1,392.1,708.9,376.6,2,531.2,356.6,118.9,397.7,100,Left,1
32,8a right.jpg,1,1492,12,83,95,816.8,292.6,920.1,292.1,2.9,677.8,367.6,35.3,189.8,100,Left,1
32,8a right.jpg,1,1492,528,66,595,951.5,312.9,251.4,370.4,14.9,677.8,367.6,223.8,473.9,25.1,Left,2
32,8p left.jpg,1,1489,272,16,289,428.4,378,301.3,380.2,1.3,475.7,424.2,77.8,263,100,Left,1
32,9a right.jpg,1,1484,418,16,434,990.3,301.3,990.3,298.7,0.1,527.7,406.9,7.9,15.3,0,Left,1
32,9p right.jpg,1,1492,296,33,329,496.7,392.9,707.3,376.7,3,375.9,388.6,90.9,268.4,50,Left,1
33,10a right.jpg,1,1490,191,16,207,481.8,393,324,399.6,1.8,365.5,385.4,105,326.7,100,Left,1
33,10p right.jpg,1,1490,623,16,640,516.8,396.9,639.7,394.5,1.1,524.3,368.8,68.1,254.3,100,Left,1
33,10p right.jpg,1,1490,923,16,940,696.5,357.2,702,349.2,0.2,375.9,388.6,14.8,20.2,100,Left,2
33,11a left.jpg,1,1490,107,33,141,492.3,399.1,217.2,421.9,4.6,365.5,385.4,138.6,323.6,49.8,Left,1
33,11a left.jpg,1,1490,590,49,640,239.3,433.2,679.1,369.9,8.4,363.8,381.4,167.6,379.1,33.4,Left,2
33,11a left.jpg,1,1490,774,16,790,658.7,352.4,828.6,348.3,1.6,523.1,371.6,95.3,351.5,100,Left,3
33,11p right.jpg,1,1490,457,16,474,546.9,404.7,697.2,396.4,1.7,363.8,381.4,100.9,311.3,100,Left,1
33,12a left.jpg,1,1490,7,33,40,511,400,308.4,406.2,3.8,521.1,374,112.6,362.3,100,Left,1
33,12a left.jpg,1,1490,507,50,557,285.1,416,741.3,367.4,8.4,679.5,361.9,168.4,381.5,33.2,Left,2
33,12a left.jpg,1,1490,790,16,807,732.1,351.2,814.9,350.5,1,692.6,349.5,57.4,171.3,100,Left,3
33,12p left.jpg,1,1490,424,33,457,553.5,369.7,297.5,381.3,3.8,679.5,361.9,115.5,307.4,50,Left,1
33,13a left.jpg,1,1490,7,66,74,512.8,364.1,254.6,428.8,7.1,692.6,349.5,105.9,335.8,74.6,Left,1
33,13a left.jpg,1,1490,457,66,523,276.3,417.9,684,370.3,11.2,509.4,374,168.6,517.4,25,Left,2
33,13a left.jpg,1,1490,657,16,673,693.6,343.6,823.1,340.4,1.9,373.4,377.8,115.4,268,100,Left,3
33,13a left.jpg,1,1490,807,16,823,774.3,330.9,774.4,329.8,0.1,373.4,377.8,4.9,10,0,Left,4
33,13a left.jpg,1,1490,1090,16,1107,841.8,323,854.6,257.5,0.7,375.7,388.6,44.7,138,100,Left,5
33,13a left.jpg,1,1490,1373,16,1390,845.7,288.4,835.5,288.2,0.6,373.5,374.7,35.4,100,100,Left,6
33,13a left.jpg,1,1490,1473,16,1490,816.3,361.6,810.1,365.8,0.2,502.3,377.6,12.6,15.4,100,Left,7
33,13p right.jpg,1,1490,373,16,390,519.8,369.2,694.6,366.6,1.9,525.1,382.3,115.7,361.4,100,Left,1
33,14a left.jpg,1,1486,286,17,303,479.9,382.3,341.4,389.5,1.6,375.7,388.6,95.4,286.8,100,Left,1
33,14a left.jpg,1,1486,403,49,453,342.5,396.8,775.7,375.4,8,373.5,374.7,159.3,323.2,100,Left,2
33,14a left.jpg,1,1486,1336,16,1352,756.7,344.5,725.6,354.1,0.6,526.4,363,34.5,67.1,100,Left,3
33,14p right.jpg,1,1487,487,16,504,499,392,702.3,386.6,1.9,663.7,363.4,113.7,420.4,100,Left,1
33,15a right.jpg,1,1490,90,33,123,501.2,367.3,749.2,362,4.1,693,353.9,124,306.5,100,Left,1
33,15a right.jpg,1,1490,473,49,523,792.4,345.6,365.1,416.5,8.5,663.7,363.4,169.1,338.9,66.5,Left,2
33,15a right.jpg,1,1490,723,16,740,294.3,428.6,292.1,427.3,0.1,693,353.9,5.8,8.3,0,Left,3
33,15p right.jpg,1,1485,318,16,335,518.3,390.8,695,374.6,1.7,521,373.2,100.2,366.9,100,Left,1
33,16a right.jpg,1,1492,364,16,381,494.5,377.4,296.9,387.3,2.1,678.7,357.2,125.1,408.9,100,Left,1
33,16p left.jpg,1,1492,444,16,461,496.7,394.2,335.3,398.3,1.5,678.7,357.2,87.9,333.8,100,Left,1
33,16p left.jpg,1,1492,744,33,777,320.5,409.4,671.4,386.1,5.3,367.1,375.5,159.8,456.6,50.1,Left,2
33,16p left.jpg,1,1492,894,33,927,660.8,369.4,370.3,378.6,4.4,413.9,350,131.4,325.2,100,Left,3
33,17a left.jpg,1,1483,166,33,200,503.4,366.6,282.4,382.4,3.3,357,324.6,99,251.4,100,Left,1
33,17a left.jpg,1,1483,400,49,450,300.4,406.3,759.7,371.6,8.7,533.5,347.6,174.9,466.4,33.3,Left,2
33,17a left.jpg,1,1483,1133,16,1149,756.1,318.6,756.8,317.3,0.1,367.1,375.5,5.6,11.9,100,Left,3
33,17p right.jpg,1,1485,419,33,452,489.2,381.1,725.4,374.7,3.8,529.4,355.9,115.1,281.3,100,Left,1
33,18a left.jpg,1,1484,317,33,350,512.5,372.4,319.9,398.2,2.8,690.9,363.4,83.9,206,50.8,Left,1
33,18a left.jpg,1,1484,684,49,734,324.9,423.3,820,351.9,9.1,670.9,371.9,181.5,462.8,33.3,Left,2
33,18a left.jpg,1,1484,1384,16,1400,769.8,337,759.4,337.6,0.1,690.9,363.4,8.8,21.4,100,Left,3
33,18p left.jpg,1,1485,368,16,385,504.8,353.3,369.6,362.7,1.5,670.9,371.9,88.4,280.5,100,Left,1
33,18p left.jpg,1,1485,601,16,618,332,408.9,323,408.6,0.2,525.2,365.7,14.1,19,0,Left,2
33,19a right.jpg,1,1492,177,33,210,494.7,383.2,725.2,372.9,3.6,683.8,363,108.1,245.2,50.2,Left,1
33,19a right.jpg,1,1492,410,50,460,704.8,350,275.6,421.7,7.9,683.8,363,158,433.9,33.2,Left,2
33,19p right.jpg,1,1492,363,16,380,515.9,381,698.1,378.6,1.7,363.2,375.2,103.2,376.8,100,Left,1
33,19p right.jpg,1,1492,880,100,980,737.3,380.4,749.1,343.5,13.8,363.3,365.2,138.2,420,100,Left,2
33,19p right.jpg,1,1492,1146,16,1163,697.2,390.4,696.1,390.1,0.2,525,363.1,10.9,20.9,100,Left,3
33,1a left.jpg,1,1487,270,16,287,500.7,399.3,342.9,399.5,1.5,363.2,375.2,87.9,326.2,100,Left,1
33,1a left.jpg,1,1487,604,49,654,313.9,399.3,790.6,353.2,8.5,363.3,365.2,170.1,414,33.5,Left,2
33,1p right.jpg,1,1490,390,16,407,517,373,678.8,370.1,1.6,483.3,380.6,94.1,334.6,100,Left,1
33,1p right.jpg,1,1490,1007,16,1024,712.6,328.8,715.6,330.5,0.1,365,374.2,6.1,7.2,0,Left,2
33,20p left.jpg,1,1492,361,16,377,496.7,384,367.3,387.7,1.6,365,374.2,94.6,267.6,100,Left,1
33,21a left.jpg,1,1491,207,16,224,491.4,372.3,346.2,375.6,1.4,360.8,375.9,84.3,300.4,100,Left,1
33,21a left.jpg,1,1491,424,50,474,363.4,401.2,774.1,369.7,8,528.9,357.5,160.9,404.4,33.3,Left,2
33,21a left.jpg,1,1491,1074,16,1091,748,334.8,744.3,326.9,0.2,360.8,375.9,12.6,18.7,0,Left,3
33,21p left.jpg,1,1491,407,16,424,501.5,378.9,388.1,382.3,1.5,362.1,379.9,87.7,234.7,100,Left,1
33,22a left.jpg,1,1488,5,16,22,499.6,377.9,701.5,368.7,2.9,524.1,356.9,177.3,417.6,100,Left,1
33,22a left.jpg,1,1488,255,16,272,769.2,339.2,773.3,337.3,0.1,362.1,379.9,8.1,10.4,0,Left,2
33,22p left.jpg,1,1488,354,16,371,495.1,387.6,331.2,388.5,1.5,371.9,374.6,90.1,338.8,100,Left,1
33,23a left.jpg,1,1492,246,16,263,447.4,382.9,330.1,386,1.8,532.1,382.6,106.2,242.8,100,Left,1
33,23a left.jpg,1,1492,396,50,446,330.7,402.8,817.1,385.2,8.7,371.9,374.6,173.2,375.3,33.2,Left,2
33,23a left.jpg,1,1492,913,16,930,770.4,345.9,767.2,343.8,0.1,370.5,364.6,8.1,12.1,0,Left,3
33,23p right.jpg,1,1485,268,16,285,488.8,395.1,285.6,405.7,2.1,358.3,384.8,125.5,420.5,100,Left,1
33,23p right.jpg,1,1485,368,33,402,282.7,424.2,637.1,377.3,5.7,357.9,370.8,172.2,414.6,50,Left,2
33,23p right.jpg,1,1485,635,16,652,682.2,341,703.4,342.6,0.4,526,377.6,26,44,100,Left,3
33,24a right.jpg,1,1492,213,16,229,548.4,374.2,734.2,382.8,2.3,370.5,364.6,140.1,384.4,100,Left,1
33,24a right.jpg,1,1492,396,99,496,749.2,364.8,270.3,375.3,14.9,358.3,384.8,148.8,483.2,66.7,Left,2
33,24a right.jpg,1,1492,1063,16,1079,304.9,409.8,312.6,405.7,0.2,357.9,370.8,10.2,18.1,100,Left,3
33,24p left.jpg,1,1492,398,16,415,499.2,371.6,349.7,376.6,1.4,525.5,364.4,86.2,309.5,100,Left,1
33,2a right.jpg,1,1487,337,16,353,495.8,383.6,661.4,385.5,1.7,684.6,356.8,101.2,342.4,100,Left,1
33,2a right.jpg,1,1487,487,33,520,678,363.8,293.8,441.9,6.9,684.6,356.8,208.2,495,50,Left,2
33,2a right.jpg,1,1487,920,16,937,239.4,419.2,238.9,416.3,0.1,388.5,421.1,5.1,8.9,100,Left,3
33,2p left.jpg,1,1488,471,16,488,476.3,427.9,323.7,439.4,1.7,581.6,348.7,102.9,316.4,100,Left,1
33,3a left.jpg,1,1486,319,16,336,500,381.9,320.4,385.4,1.9,683,365.3,112,371.4,100,Left,1
33,3a left.jpg,1,1486,536,49,586,330.3,396.6,845.8,361.8,9.3,683,365.3,185.4,451.6,33.5,Left,2
33,3a left.jpg,1,1486,1019,16,1036,781.9,345.6,781.3,339,0.1,370.3,384.6,7,13.8,100,Left,3
33,3p right.jpg,1,1488,388,33,421,521,424.7,672,404.4,2.4,374.2,333.2,72.1,242.8,49.8,Left,1
33,3p right.jpg,1,1488,1371,16,1388,708.2,342.7,708.8,340.3,0.1,523,364.1,5.6,10.9,100,Left,2
33,4a left.jpg,1,1492,246,16,263,479.7,390.6,313,394.4,1.5,370.3,384.6,92.2,344.7,100,Left,1
33,4a left.jpg,1,1492,563,50,613,325.1,408,775.9,344.2,9.1,374.2,333.2,182.2,368.3,66.8,Left,2
33,4a left.jpg,1,1492,1313,16,1329,781.7,338.1,785.3,337,0.1,529.2,370.2,5.4,7.8,100,Left,3
33,4p left.jpg,1,1486,420,16,436,514.9,359.7,364.3,366.7,1.4,683.9,351.2,81.5,311.8,100,Left,1
33,4p left.jpg,1,1486,686,16,703,332.5,416.1,320.7,419.7,0.4,678.2,413.2,21.7,25.7,100,Left,2
33,5a right.jpg,1,1492,446,16,462,491.1,395.6,311.4,405.1,2.2,646.9,542.1,134,371.9,100,Left,1
33,5a right.jpg,1,1492,562,16,579,259,432.3,262.9,437.6,0.2,683.9,351.2,13.6,20.1,0,Left,2
33,5p right.jpg,1,1484,667,16,684,469.3,367.4,323.7,381.7,2.2,678.2,413.2,132.3,302.6,100,Left,1
33,5p right.jpg,1,1484,801,16,817,265.7,416.3,265.3,418.8,0.1,361.7,372.2,8.6,16.1,100,Left,2
33,5p right.jpg,1,1484,901,16,917,264.4,424.2,400.3,422.5,1.3,411,343.7,78.1,281.1,100,Left,3
33,5p right.jpg,1,1484,1034,16,1051,447,406.5,660.7,381.2,2.5,519.9,385.7,147.7,444.7,100,Left,4
33,6a right.jpg,1,1492,360,33,394,501.2,356.5,252.4,377.4,3.6,361.7,372.2,109.6,353,49.9,Left,1
33,6p left.jpg,1,1492,646,16,663,507.9,377.7,320.2,381.9,1.8,365.5,359.8,107.6,388.2,100,Left,1
33,7a left.jpg,1,1491,291,16,307,409.3,392.1,313.6,403.8,1.6,526.7,361.3,94.9,199.6,100,Left,1
33,7a left.jpg,1,1491,491,49,541,329.1,402.8,782.5,367.8,8.7,365.5,359.8,174.3,442.2,33.2,Left,2
33,7p right.jpg,1,1491,824,33,858,509.9,397.2,713.5,389.9,3.1,533.4,366.8,92.3,221,49.7,Left,1
33,8a right.jpg,1,1491,124,16,141,428.3,386.8,283.8,418.1,2,681.8,366.3,118.6,305.8,100,Left,1
33,8p left.jpg,1,1492,476,16,493,452.3,383.1,365.3,386.9,1.1,682.9,335.7,68.2,180.1,100,Left,1
33,8p left.jpg,1,1492,643,16,660,423.9,396.9,588.8,383.6,2.9,681.8,366.3,174.6,342,100,Left,2
33,8p left.jpg,1,1492,776,16,793,642.4,352.7,641.5,348.9,0.2,682.9,335.7,9.8,21.2,100,Left,3
33,8p left.jpg,1,1492,960,33,993,621.9,350.2,321.6,376.8,4.5,360.8,380.5,135.3,414.4,49.8,Left,4
33,9a right.jpg,1,1489,156,16,172,491.8,374.2,338.5,376.5,1.4,359.4,375.8,87.1,317,100,Left,1
33,9a right.jpg,1,1489,439,16,456,336.3,401.6,270.9,400.9,0.8,360.2,385.8,49.5,135.3,100,Left,2
33,9p right.jpg,1,1489,422,33,456,509.7,399.1,266.3,403.1,3.7,515.5,376.4,109.8,305.8,100,Left,1
33,9p right.jpg,1,1489,806,50,856,221.7,396.4,691.6,380.8,8.8,360.8,380.5,175.3,336.6,67,Left,2
33,9p right.jpg,1,1489,1106,16,1122,706.3,344.5,714.5,346,0.3,359.4,375.8,18.1,30.1,0,Left,3
34,10a right.jpg,1,1492,327,16,343,583.1,350.8,705.2,346.4,1.6,360.2,385.8,95.3,252.7,100,Left,1
34,10a right.jpg,1,1492,526,50,576,659,328.8,202.8,336,9.1,378.4,375.5,181.1,423.9,33.4,Left,2
34,11a left.jpg,1,1487,1237,16,1253,761.1,299.6,753.7,271.2,0.7,366.6,356.3,44.1,67.8,100,Left,1
34,12a left.jpg,1,1492,1343,16,1360,746.1,283.6,754.3,311.3,0.6,535.3,383,34.7,70.2,100,Left,1
34,12p left.jpg,1,1492,377,33,410,539.7,346.7,333.2,346.2,3,378.4,375.5,90.1,246.5,100,Left,1
34,13a left.jpg,1,1488,388,83,471,569.5,346.3,809.2,342.4,7,366.6,356.3,84.4,421,20.1,Left,1
34,13p right.jpg,1,1484,301,33,335,563.3,337,783.9,344.7,4.7,527.3,395.4,142.6,320.3,100,Left,1
34,13p right.jpg,1,1484,801,16,818,725.8,307.7,690,308.1,1,680.2,379.1,58.2,85.7,100,Left,2
34,14a left.jpg,1,1487,370,66,437,534.2,367.9,820.7,364.9,15.7,692.1,389.1,235.3,1045.2,100,Left,1
34,14p right.jpg,1,1490,324,16,341,542.8,364,711.3,364.7,1.9,680.2,379.1,111.5,348.4,100,Left,1
34,15a right.jpg,1,1492,398,16,415,546.7,340.2,740.6,342.2,1.9,692.1,389.1,113.8,400.8,100,Left,1
34,15a right.jpg,1,1492,682,116,798,721.4,351,307.8,344.1,11.5,396,399.7,98.5,314.3,28.5,Left,2
34,15p right.jpg,1,1489,323,82,405,549.6,373.3,681.2,351.4,7.2,640.5,383.3,86.9,237.4,19.6,Left,1
34,15p right.jpg,1,1489,572,66,639,699,361,249.7,311.6,10.7,640.5,383.3,159.9,330.5,50,Left,2
34,16a right.jpg,1,1492,345,49,395,575.1,375.1,700.2,369.3,4.9,527.6,373.3,97.7,366.4,33.2,Left,1
34,16a right.jpg,1,1492,911,16,928,221.1,308.3,287.8,310.3,1,676.4,370.6,57.5,138,100,Left,2
34,16p left.jpg,1,1492,528,16,545,587.7,366.3,761.9,357.2,2.1,688.8,403.3,125.4,360.5,100,Left,1
34,16p left.jpg,1,1492,1145,50,1195,776.4,331,360.4,338.8,7.5,676.4,370.6,150.1,323.6,66.5,Left,2
34,17a left.jpg,1,1492,1196,16,1213,718.5,326.1,702,315.9,0.3,688.8,403.3,18.9,40,100,Left,1
34,17p right.jpg,1,1492,280,83,364,545.5,338.1,722.6,332.2,6.2,423,420.8,74.2,281.5,20,Left,1
34,17p right.jpg,1,1492,747,16,764,724.7,282,683.6,284,1.1,636.9,441.8,65.2,93.8,100,Left,2
34,18a left.jpg,1,1492,349,33,382,596.4,353.5,722.8,329.7,3.4,350.7,356.9,101.1,265.5,49.8,Left,1
34,18p left.jpg,1,1488,371,16,388,461.7,334,334,335.3,1.9,362.6,376.8,113.1,264.2,100,Left,1
34,18p left.jpg,1,1488,1238,16,1255,359.4,375,360.2,379.3,0.1,530.8,343.2,6.6,9,100,Left,2
34,19a right.jpg,1,1483,400,33,433,535.6,337.9,252.8,352,4.4,350.7,356.9,132.1,298.1,100,Left,1
34,19a right.jpg,1,1483,783,16,800,199.5,354.3,209.9,355.2,0.4,362.6,376.8,22,40.5,0,Left,2
34,19p right.jpg,1,1486,703,16,720,751.8,299,754.5,303.3,0.3,531.7,372.9,16.7,29.7,0,Left,1
34,19p right.jpg,1,1486,1153,16,1170,715.8,326.9,714.4,335.2,0.2,685.6,351.4,10.8,17.4,100,Left,2
34,1a left.jpg,1,1492,1144,16,1161,718.2,290.1,713.7,289.2,0.1,691.5,357.6,8.4,15.1,0,Left,1
34,1p right.jpg,1,1492,363,216,580,541.5,356.7,146,303.8,31.3,685.6,351.4,144.4,420.5,7.7,Left,1
34,20a right.jpg,1,1484,301,33,334,535.8,352.6,704.9,345.6,2.6,691.5,357.6,76.8,187,50.7,Left,1
34,20a right.jpg,1,1484,517,16,534,694.2,295.7,692.2,297.7,0.1,371.6,420.6,4.9,6.9,0,Left,2
