Subject,Stimulus,code,End Time [ms],Saccade Start [ms],Saccade Duration [ms],Saccade End [ms],StartPosition X,StartPosition Y,EndPosition X,EndPosition Y, Amplitude [F],Position X AOI,Position Y AOI, Velocity  Average [F/s],Velocity  Peak [F/s],Peak Velocity at [%],Eye L/R,Number
78,15p right.jpg,1,1489,806,16,823,894.4,447.1,892.5,449.5,0.2,658.2,447.7,12.9,20.5,100,Left,3
78,16a right.jpg,1,1483,383,33,417,522.8,392.9,374.6,396.6,2.9,526.2,470.7,86.3,211.4,49.8,Left,1
78,16a right.jpg,1,1483,1067,16,1083,342.1,408.7,241.5,407,1.2,498.2,504.2,68.7,208.1,100,Left,2
78,16p left.jpg,1,1483,400,50,450,517.9,382.1,820.3,392,5.4,327.4,472.1,108.1,236.4,100,Left,1
78,16p left.jpg,1,1483,750,16,766,828.3,422.6,697.7,422.4,1.6,672.9,429.9,94.7,270.2,100,Left,2
78,16p left.jpg,1,1483,966,66,1033,633.2,387.5,701.9,388.9,3.2,640,423.5,48.1,172.5,100,Left,3
78,16p left.jpg,1,1483,1116,16,1133,796,391.2,795,394.2,0.1,672.9,429.9,3.4,6.5,100,Left,4
78,17a left.jpg,1,1492,381,16,398,512.5,398.1,407.9,397.8,1.8,468.9,389,105.7,216.5,100,Left,1
78,17a left.jpg,1,1492,548,33,581,323.7,399.3,140,391.6,2.9,272.5,397.3,87.6,214,100,Left,2
78,17p right.jpg,1,1492,282,50,332,506.4,389.3,794.4,398.8,5.7,254.2,378.4,113.4,213.3,100,Left,1
78,17p right.jpg,1,1492,449,16,466,828.9,401.9,916,400.6,1.2,340.3,415.9,75.1,180.4,100,Left,2
78,17p right.jpg,1,1492,966,16,982,918,455.7,919.8,456.6,0.1,528.5,312.5,5.3,6.5,100,Left,3
78,18a left.jpg,1,1492,345,16,362,507.6,389,365.4,388.8,1.7,627.5,429.9,103.8,294.1,100,Left,1
78,18a left.jpg,1,1492,478,16,495,295.9,399.8,207.3,399.3,1.1,671.3,385.3,66.1,183.3,100,Left,2
78,18a left.jpg,1,1492,912,16,928,192.8,371.5,150.1,364.3,0.8,692.8,306.3,47.1,89.6,100,Left,3
78,18p left.jpg,1,1489,272,33,306,529,368.8,720.9,371,3.1,671.3,385.3,92.1,221.7,49.8,Left,1
78,18p left.jpg,1,1489,539,16,555,791.8,389.8,802.6,388.1,0.3,340.3,415.9,19.4,22.6,100,Left,2
78,18p left.jpg,1,1489,905,16,922,846.9,382.5,915.4,381.3,0.9,503.9,482.2,55.6,141.8,100,Left,3
78,18p left.jpg,1,1489,1372,16,1389,883,442.8,884.7,445.9,0.1,678.2,455.6,6.6,7.9,100,Left,4
78,19a right.jpg,1,1491,291,16,307,550,390.5,636.8,391.6,1.1,525.5,463.6,62.9,179.6,100,Left,1
78,19a right.jpg,1,1491,907,66,974,695.1,389.5,221.3,362.3,9.5,639.6,446.1,143.1,312.8,100,Left,2
78,19p right.jpg,1,1483,283,16,300,527.2,422.6,641.9,420.1,1.7,765.8,365.7,100.2,237.3,100,Left,1
78,19p right.jpg,1,1483,400,16,416,712.6,408.6,808.1,405.3,1.3,772.8,370.3,79.6,197.6,100,Left,2
78,19p right.jpg,1,1483,1166,16,1183,876.3,401.1,880.5,400.7,0.1,546.3,415.2,7.5,13.3,100,Left,3
78,1a left.jpg,1,1485,2,49,52,477.5,396.2,-31.1,389.6,11.4,715.4,388.7,227.5,360.2,33.2,Left,1
78,1a left.jpg,1,1485,252,33,285,24.2,374.5,28.5,375.8,4,673.6,444.8,120,287.3,49.7,Left,2
78,1a left.jpg,1,1485,569,16,585,64.5,398.2,85.8,400.2,0.7,582.6,452.2,40.4,94.5,100,Left,3
78,1p right.jpg,1,1486,3,16,20,683.7,391.8,782,397.6,1.4,715.4,388.7,85,203.7,100,Left,1
78,1p right.jpg,1,1486,536,16,553,831,402.6,727,400.9,1.2,501.4,419.1,72.2,215.3,100,Left,2
78,1p right.jpg,1,1486,1270,16,1286,736.4,422.5,803,420.6,1.1,306,415.9,63.4,137.8,100,Left,3
78,20a right.jpg,1,1492,678,49,728,533.6,389.4,291.4,392.5,5.2,274.8,414.3,103.6,189.5,33.2,Left,1
78,20a right.jpg,1,1492,1011,33,1044,252.5,383.9,140,400.1,2.6,705.2,366.3,78.1,170.2,100,Left,2
78,20p left.jpg,1,1492,362,49,412,517.2,357.3,821.3,378.3,5.8,705.2,366.3,116.8,237.6,33.5,Left,1
78,20p left.jpg,1,1492,1079,16,1095,870.3,426,874.3,425.9,0.1,306,415.9,6.1,10.1,100,Left,2
78,21a left.jpg,1,1489,339,33,372,504.7,422.6,302.8,421.9,3.7,274.8,414.3,110.9,240.3,50,Left,1
78,21a left.jpg,1,1489,522,16,539,256.4,418.4,190.6,421.9,0.7,553.8,401.3,39.7,136.3,100,Left,2
78,21a left.jpg,1,1489,805,16,822,141,384.2,119.8,382.3,0.4,781,257.4,24.8,44,100,Left,3
78,21p left.jpg,1,1488,338,49,388,527.8,379.9,805.5,386,5.3,749.1,328.8,106.1,237.6,100,Left,1
78,21p left.jpg,1,1488,538,16,554,832.5,419.9,760.9,422,0.8,723.9,420.5,48.7,148.2,100,Left,2
78,21p left.jpg,1,1488,738,33,771,756.9,443.7,588.3,437.9,2.4,723.9,420.5,72.7,210.6,100,Left,3
78,21p left.jpg,1,1488,971,33,1004,575.9,398.3,756.4,396.6,3.5,462.5,436.3,105.7,204.9,100,Left,4
78,21p left.jpg,1,1488,1138,16,1154,839.4,411.5,841.1,412.2,0.1,334.9,436.8,5.6,7.6,100,Left,5
78,22a left.jpg,1,1489,256,16,272,504.3,389.8,393.9,389.8,1.6,517.3,451.2,98.1,228.5,100,Left,1
78,22a left.jpg,1,1489,372,16,389,304.7,400.2,215.2,403,1,657.9,444.6,58.2,185.3,100,Left,2
78,22a left.jpg,1,1489,1356,16,1372,199.1,416.9,202.8,423.7,0.2,686.2,439.5,13.7,16.3,100,Left,3
78,22a left.jpg,1,1489,1456,33,1489,193.8,440.7,142.9,443.2,1.7,334.9,436.8,50.9,124.9,49.8,Left,4
78,22p left.jpg,1,1483,483,66,549,549.7,371.2,947.1,371.1,9.2,503.4,425.3,137.7,245.1,25.2,Left,1
78,22p left.jpg,1,1483,666,16,683,905,397,881.5,412.8,0.4,321.5,406.5,26.5,58.6,100,Left,2
78,23a left.jpg,1,1492,277,33,311,508,386.5,307.2,392.3,3.7,288.7,288.9,111.5,212.7,49.5,Left,1
78,23a left.jpg,1,1492,394,16,410,261,403.5,191.7,346.4,1,288.8,276.1,59.7,185.7,100,Left,2
78,23a left.jpg,1,1492,560,16,577,196.4,304.9,200.7,298.6,0.2,290.3,436.7,11.1,15.8,100,Left,3
78,23a left.jpg,1,1492,994,16,1010,169.7,244.1,162.3,245.5,0.3,321.5,406.5,15.4,34.1,100,Left,4
78,23a left.jpg,1,1492,1127,16,1144,187.7,267.3,200.5,391.1,1.2,290.3,436.7,73.8,257.5,100,Left,5
78,23p right.jpg,1,1492,244,49,294,520,376,867.4,383.3,6.6,440,437.8,132.4,291.6,33.3,Left,1
78,23p right.jpg,1,1492,1394,16,1411,878.4,426.5,739.2,423.6,1.8,572.2,437.7,109.4,287.9,100,Left,2
78,24a right.jpg,1,1492,359,16,376,565.7,363.4,683.3,365.9,1.6,744.8,383.2,98,243.3,100,Left,1
78,24a right.jpg,1,1492,459,50,509,680.4,398.8,350.7,377.1,6.4,725.2,409.4,127.4,265,33.3,Left,2
78,24a right.jpg,1,1492,893,33,926,380.1,422.9,277,424.4,1.5,719.3,397.2,45.7,204.2,100,Left,3
78,24p left.jpg,1,1487,354,16,371,515.2,371.8,602.9,369.1,1.4,710.6,425.6,87.1,181.5,100,Left,1
78,24p left.jpg,1,1487,554,16,571,689.7,381.6,692,382.1,0.1,744.8,383.2,4.9,9.3,100,Left,2
78,24p left.jpg,1,1487,987,16,1004,699.1,399.2,793,395.6,1,725.2,409.4,62.3,194.4,100,Left,3
78,2a right.jpg,1,1492,444,49,494,514.7,362.2,85.3,360.6,8,719.3,397.2,159.4,314.4,33.2,Left,1
78,2a right.jpg,1,1492,994,16,1011,118.8,395.8,101.1,397.2,0.3,710.6,425.6,19.6,36.7,100,Left,2
78,2a right.jpg,1,1492,1478,16,1494,115.1,423.8,86.3,419.8,0.5,492.9,355.3,30.1,60.1,100,Left,3
78,2p left.jpg,1,1483,649,16,666,575,406.1,687.1,404.4,1.9,637.6,346.5,116.3,231.9,100,Left,1
78,2p left.jpg,1,1483,749,16,766,769.6,406,862.6,411.4,1,718.1,328.2,59.2,192.6,100,Left,2
78,3a left.jpg,1,1484,267,16,284,510.6,363.6,388.2,373.2,1.6,744,283,97.9,253.8,100,Left,1
78,3a left.jpg,1,1484,367,33,400,320.3,372.5,143.9,374.6,3.2,557.6,431.3,94.8,301.5,100,Left,2
78,3a left.jpg,1,1484,550,16,567,98.4,385.9,97.6,391.9,0.2,509.2,373.4,14,24.7,0,Left,3
78,3p right.jpg,1,1485,285,16,302,575.7,369.2,701.2,368.2,1.6,729.3,233.5,97,259.6,100,Left,1
78,3p right.jpg,1,1485,435,16,452,751.6,403.7,861.5,398.5,1.8,666.1,411.1,107,227.5,100,Left,2
78,3p right.jpg,1,1485,602,33,635,917.4,387,710.3,387.7,3.2,666.1,411.1,96.5,259.3,100,Left,3
78,4a left.jpg,1,1492,309,16,325,518.9,374.1,418.6,374.6,1.5,507.1,371.7,90,207.4,100,Left,1
78,4a left.jpg,1,1492,459,49,509,335.6,370.3,92.5,212,6.1,323.1,284.2,122.8,350.3,100,Left,2
78,4a left.jpg,1,1492,642,17,659,129.1,202.6,137.3,323.4,1.5,292.1,391.1,90.1,250.4,100,Left,3
78,4a left.jpg,1,1492,925,16,942,106.4,291.1,106.6,327.4,0.8,323.4,444.5,49.1,75.2,100,Left,4
78,4p left.jpg,1,1489,389,16,406,521.6,363.5,381.8,363.6,1.5,292.1,391.1,91,289.1,100,Left,1
78,4p left.jpg,1,1489,589,66,656,322,392.3,825.6,384.5,10.6,242.2,365.3,158.7,312.2,75.1,Left,2
78,4p left.jpg,1,1489,839,16,856,874,336.2,877.2,339.9,0.1,260.7,389.4,6.7,10.3,100,Left,3
78,5a right.jpg,1,1492,350,16,367,583.6,393.4,590,394.7,0.7,541.4,418.1,41.1,119.9,0,Left,1
78,5a right.jpg,1,1492,467,50,517,501.4,398.7,74,380.5,9.8,707,316.5,196.1,336,33.5,Left,2
78,5a right.jpg,1,1492,800,16,817,129.1,383.6,133.2,384.3,0.1,724.4,279.2,8.9,15.4,0,Left,3
78,5p right.jpg,1,1485,319,33,352,507.2,371.4,671.1,380.7,2.5,439,499.9,74.2,179.8,100,Left,1
78,5p right.jpg,1,1485,1069,33,1102,701,395.3,889.7,394.2,3.1,539.1,485.2,94,196.2,49.8,Left,2
78,6a right.jpg,1,1492,328,33,362,467.5,377,196.9,377.7,5.5,688.5,474.1,165.2,300,50.1,Left,1
78,6a right.jpg,1,1492,528,16,545,128.7,391,127.4,400.2,0.2,705,448.7,11.4,19.2,100,Left,2
78,6p left.jpg,1,1492,575,16,592,510,401.6,371.9,403.5,1.5,665.5,477.6,91.2,285.8,100,Left,1
78,6p left.jpg,1,1492,725,16,742,305.5,412.7,163.3,407.4,1.9,500.9,415.1,111.4,294.2,100,Left,2
78,6p left.jpg,1,1492,1075,16,1092,130.7,382.2,89.5,384.8,0.7,299.3,442.8,39.5,85.4,100,Left,3
78,7a left.jpg,1,1491,308,349,658,517.2,375.9,144.9,388.9,25.9,710.6,394.7,74.1,222.7,9.5,Left,1
78,7a left.jpg,1,1491,858,16,875,178.6,380.9,183.5,380.6,0.5,668.1,420.1,31.4,51.3,100,Left,2
78,7p right.jpg,1,1487,270,99,370,567.4,371,853.7,402,8.5,710.6,394.7,85.1,299.4,16.7,Left,1
78,8a right.jpg,1,1492,411,50,461,515.8,402,216.7,365.5,5.6,668.1,420.1,112.7,241.8,66.5,Left,1
78,8a right.jpg,1,1492,1394,16,1411,157,368.7,162.6,358.4,0.2,509.1,445,10.5,24.3,100,Left,2
78,8p left.jpg,1,1489,340,33,373,520.4,381.4,779.3,380.8,4.3,658.8,419.2,127.6,291.4,49.8,Left,1
78,8p left.jpg,1,1489,606,100,706,826.5,393.9,470.9,384.7,8.9,668.1,410.7,89.1,262.7,83.4,Left,2
78,8p left.jpg,1,1489,1056,33,1090,483.5,418.6,664.1,401,3.8,658.8,419.2,113.2,236.1,49.8,Left,3
78,8p left.jpg,1,1489,1290,16,1306,703,397.3,802.3,398.7,1.2,668.1,410.7,71.3,205.6,100,Left,4
78,9a right.jpg,1,1485,302,16,319,509.1,379.4,574.7,382.7,1.4,505.8,430.5,85.9,179,100,Left,1
78,9a right.jpg,1,1485,469,33,502,649.9,388.1,377.9,368.8,4.9,387.8,421.7,147.8,311,49.7,Left,2
78,9p right.jpg,1,1492,293,16,309,588.4,365.2,694.4,382.1,1.6,315.6,386.4,98,222.1,100,Left,1
78,9p right.jpg,1,1492,393,16,409,720.9,396.5,805.6,394.7,1,292.8,382,59.5,175.3,100,Left,2
78,9p right.jpg,1,1492,1209,16,1226,867.1,424.4,869.9,422.7,0.1,315.6,386.4,6.3,7.7,100,Left,3
79,10a right.jpg,2,1492,244,16,261,530.7,398.6,627.1,398.2,1.6,292.8,382,93.2,199.4,100,Left,1
79,10a right.jpg,2,1492,444,66,511,705.9,405.5,178.8,432.6,11.2,317.7,401.8,168.1,301.8,25.1,Left,2
79,10a right.jpg,2,1492,611,16,628,207.4,468.3,211.6,469.2,0.3,288.3,373.6,15,17.4,100,Left,3
79,10p right.jpg,2,1492,229,16,245,598.5,416.5,676,412.6,0.9,409.5,418.8,54.7,160.4,100,Left,1
79,10p right.jpg,2,1492,412,66,479,699.6,424.6,242.9,451.7,10.5,524.8,427.1,158.2,285.5,25,Left,2
79,10p right.jpg,2,1492,662,16,679,229.4,491.2,227.7,493.4,0.1,317.7,401.8,6.6,8.2,100,Left,3
79,11a left.jpg,2,1490,473,33,507,601.5,404.2,762.6,414.7,2.9,288.3,373.6,86.5,280,100,Left,1
79,11a left.jpg,2,1490,657,100,757,811.6,464.3,897.6,508.8,3.1,364.7,453.5,30.9,174.5,100,Left,2
79,11a left.jpg,2,1490,1473,16,1490,887.7,575.2,878.5,577.8,0.1,531.4,459.5,7.8,19.8,100,Left,3
79,11p right.jpg,2,1491,408,133,541,518.5,426.5,105,571,26.6,632.5,433.9,199.9,476.9,24.9,Left,1
79,11p right.jpg,2,1491,791,16,808,176.2,542.6,177.9,541.9,0.1,686.1,420.9,3.2,3.9,100,Left,2
79,12a left.jpg,2,1484,418,66,484,540.6,420.2,900.2,464.1,7.4,686.1,420.9,111,207.9,50,Left,1
79,12a left.jpg,2,1484,1268,16,1284,866,521.7,865.5,523.5,0,330.3,405,3,3.8,100,Left,2
79,12p left.jpg,2,1486,386,49,436,552.3,429.7,857.5,502.7,6.7,321.5,381.1,133.1,255.8,33.2,Left,1
79,12p left.jpg,2,1486,836,16,852,870.8,552.5,867.2,554.3,0.1,526.8,431.4,6.5,8.6,0,Left,2
79,13a left.jpg,2,1486,369,49,419,568.3,410.2,825,508.4,4.9,330.3,405,98.9,262.2,66.5,Left,1
79,13a left.jpg,2,1486,753,16,769,885.1,538.2,907.2,538.8,0.8,321.5,381.1,45.9,65.2,100,Left,2
79,13p right.jpg,2,1487,404,166,571,558.6,426.1,159.3,491.9,22.6,705.5,351.7,135.8,253.4,39.9,Left,1
79,13p right.jpg,2,1487,854,16,871,214.9,529.1,223.1,529,0.2,678.9,385.4,11.1,17,100,Left,2
79,14a left.jpg,2,1492,394,33,428,581.9,450.2,774.3,452.2,3.4,539.2,399.9,100.5,213.9,100,Left,1
79,14a left.jpg,2,1492,528,16,544,828,497.1,829.3,501.6,0.1,565.7,299.4,5,9.5,100,Left,2
79,14a left.jpg,2,1492,694,16,711,900.6,525.6,906.8,535.2,0.6,705.5,351.7,37,101.2,100,Left,3
79,14p right.jpg,2,1492,410,133,543,539,402.7,109.2,554.4,20.8,678.9,385.4,155.8,373.1,50,Left,1
79,14p right.jpg,2,1492,893,16,910,178.9,543.4,200.2,538.6,0.4,511,422.9,22.7,45,100,Left,2
79,15a right.jpg,2,1492,363,83,446,516.4,416.6,158.9,492,8.8,361.7,387.8,106,244.5,60.1,Left,1
79,15a right.jpg,2,1492,1363,16,1379,189.9,555.7,190.6,556.4,0,285.8,341.6,2,3.2,100,Left,2
79,15p right.jpg,2,1492,479,16,495,510.9,399.9,405.9,435,1.8,287.4,307.5,110.5,229,100,Left,1
79,15p right.jpg,2,1492,695,16,712,367,492.3,273.4,497.1,1,310.9,367.4,61.4,193.9,100,Left,2
79,15p right.jpg,2,1492,1095,16,1112,226.4,548.3,225,547.3,0.1,520.6,403.8,4,4.4,100,Left,3
79,16a right.jpg,2,1484,201,16,218,513.3,406.7,600.3,409.9,1.1,361.7,387.8,63.9,180,100,Left,1
79,16a right.jpg,2,1484,401,183,584,652.2,408.5,179.8,491.7,18.6,285.8,341.6,101.6,315.4,63.7,Left,2
79,16a right.jpg,2,1484,768,16,785,234.7,535.2,235.3,536.9,0.1,310.9,367.4,4.8,7.1,100,Left,3
79,16p left.jpg,2,1487,370,16,387,518.4,413.3,419.3,413.4,1.2,556.3,440,75,204.9,100,Left,1
79,16p left.jpg,2,1487,687,100,787,368.6,387.5,632.8,384.9,13.2,657.4,424.6,131.9,286.3,100,Left,2
79,16p left.jpg,2,1487,970,16,987,601.3,426.7,577.7,428.1,0.7,732.8,403.9,42.7,100.5,0,Left,3
79,16p left.jpg,2,1487,1220,16,1237,643,444.9,684.8,447,1.1,727.8,375.1,63.4,158.6,0,Left,4
79,16p left.jpg,2,1487,1454,33,1487,738.1,460.5,863.5,574.3,3.8,704.6,361,115.2,300.7,49.9,Left,5
79,17a left.jpg,2,1484,368,133,501,447.9,424,935.8,533.7,17.3,657.4,424.6,129.8,330.6,62.5,Left,1
79,17a left.jpg,2,1484,684,16,701,914,533,914.1,535.4,0.1,732.8,403.9,4.4,5.4,100,Left,2
79,17a left.jpg,2,1484,1384,99,1484,896,558.6,452.2,460.9,12.3,727.8,375.1,123,271.1,16.6,Left,3
79,17p right.jpg,2,1490,223,16,240,580.3,399.9,666.8,400.4,1,704.6,361,62.6,179,100,Left,1
79,17p right.jpg,2,1490,523,49,573,701.3,451.8,338,471.2,7,327.2,346.5,140.3,288,66.5,Left,2
79,17p right.jpg,2,1490,840,16,856,318,460.4,203.3,536.6,1.6,302,295.2,98.7,284.7,100,Left,3
79,18a left.jpg,2,1490,123,83,207,447.9,416.9,336.6,432.9,11.8,763.4,332.4,141.4,283.6,100,Left,1
79,18a left.jpg,2,1490,373,66,440,347.7,464.7,865.8,482.1,10.4,766.3,309.2,155.8,296.2,100,Left,2
79,18a left.jpg,2,1490,1023,16,1040,904.7,513,915.3,513,0.2,327.2,346.5,11.2,22,100,Left,3
79,18p left.jpg,2,1485,385,16,401,517.9,398.4,382.6,400.7,1.3,512.2,415.5,76.2,279.9,100,Left,1
79,18p left.jpg,2,1485,735,16,751,348.4,395,447.3,396.8,1.3,266.3,375.4,76.3,204.7,100,Left,2
79,18p left.jpg,2,1485,1151,16,1168,494.5,435.4,376.9,429.3,1.4,305.1,343,81.2,243.5,100,Left,3
79,19a right.jpg,2,1486,286,16,302,516.2,399.4,627.2,396.8,1.6,275.9,341.2,96.8,229.7,100,Left,1
79,19a right.jpg,2,1486,386,133,519,708.3,380.2,274.9,414.5,12.6,555.9,394.3,94.6,343.4,75,Left,2
79,19a right.jpg,2,1486,886,16,902,244.6,437.5,190.8,455.9,0.6,721.7,362,35.4,117.7,100,Left,3
79,19p right.jpg,2,1492,326,16,343,537.6,417.7,680.1,414,1.5,721.7,362,90.9,294.7,100,Left,1
79,19p right.jpg,2,1492,493,166,659,702,411,533.3,420,21,305.1,343,126.1,321.2,10,Left,2
79,19p right.jpg,2,1492,776,16,793,609.3,404.4,700.2,398.1,1.1,275.9,341.2,68.3,188.6,100,Left,3
79,19p right.jpg,2,1492,1043,16,1059,685.8,372.4,543.5,386.7,1.4,380.1,442.6,87.7,295.9,100,Left,4
79,19p right.jpg,2,1492,1193,16,1209,545.3,420.9,668.2,415.7,1.4,316.8,420,83.2,254.5,100,Left,5
79,1a left.jpg,2,1492,279,16,296,507.3,412.1,414.5,403.3,1.2,311.8,389,72.2,192.8,100,Left,1
79,1a left.jpg,2,1492,529,66,596,379.9,401.9,788.6,455,9.7,542.3,475.2,145.8,304,50,Left,2
79,1a left.jpg,2,1492,1012,16,1029,824.3,410,931.2,410.8,1.1,316.8,420,68.7,221.2,100,Left,3
79,1a left.jpg,2,1492,1462,33,1496,897.5,467.3,880.1,475.3,0.4,311.8,389,12.6,38.6,49.8,Left,4
79,1p right.jpg,2,1484,268,16,284,524.8,394.9,662.5,394.7,1.5,506.1,466.8,90.2,284.8,100,Left,1
79,20a right.jpg,2,1492,394,133,527,467.9,423.6,141.1,459.7,16.9,286.9,445.5,127,235.8,25,Left,1
79,20a right.jpg,2,1492,727,16,744,191.1,509.1,191.1,510.1,0.1,261.8,405.9,3.4,7,100,Left,2
79,20a right.jpg,2,1492,994,16,1011,252.9,489.7,274.2,443.5,1,493.3,430.9,60.1,105.2,100,Left,3
79,20a right.jpg,2,1492,1144,49,1194,275.8,430.7,666.5,390.2,7.3,306.4,416.9,146.1,318.1,66.5,Left,4
79,20p left.jpg,2,1492,343,16,360,499.7,429.8,391.4,423.4,1.4,479.1,444.8,84.6,224.5,100,Left,1
79,20p left.jpg,2,1492,1127,150,1277,381.2,386.3,495,418.1,27.7,306.4,416.9,184.6,455.8,22.2,Left,2
79,21a left.jpg,2,1486,503,33,536,526.4,417.8,741.3,423.8,3.4,486.8,364.3,102.1,233.5,50,Left,1
79,21a left.jpg,2,1486,736,16,753,785.5,421.4,892.4,492.6,1.3,393.1,431.9,78.7,265.6,100,Left,2
79,21p left.jpg,2,1486,436,99,536,521.9,405.8,948.7,480.6,11.2,366.2,460.5,112.2,259.7,50.1,Left,1
79,21p left.jpg,2,1486,652,66,719,899.8,521.9,433.1,395.8,11,681,446.7,165,412.8,49.9,Left,2
79,22a left.jpg,2,1492,427,49,477,519.8,411.7,854.1,466.6,6.5,508.5,457.1,130.9,276.2,100,Left,1
79,22p left.jpg,2,1486,469,33,503,541.4,416,356.6,412.7,3.4,685.2,435.5,100.7,196,50.2,Left,1
79,22p left.jpg,2,1486,1319,16,1336,385.2,392.6,430.3,388.5,0.8,606.5,447.2,47.7,93.9,100,Left,2
79,23a left.jpg,2,1492,13,83,96,525.1,379.6,714.5,400.3,5.1,530,452.8,60.9,199.1,100,Left,1
79,23a left.jpg,2,1492,512,16,529,739.3,416.3,847.6,416.5,1.2,685.2,435.5,69.1,224.1,100,Left,2
79,23a left.jpg,2,1492,1396,99,1496,850.8,470.6,559.5,434.5,7.8,507.2,490.5,78.4,297.3,33.3,Left,3
79,23p right.jpg,2,1488,355,33,388,505.8,414,690,406.4,2.8,602.9,458.4,83.9,201.7,50.1,Left,1
79,23p right.jpg,2,1488,1355,16,1372,710.6,347,651.4,351.2,0.9,683.1,441.9,53.4,123,100,Left,2
79,24a right.jpg,2,1485,302,16,318,530.4,395.7,668.2,392,1.5,618,433.2,90.9,285.1,100,Left,1
79,24a right.jpg,2,1485,435,66,502,700.6,350.1,231.6,392.7,9.6,498.1,419.2,144.2,293.9,25.1,Left,2
79,24a right.jpg,2,1485,768,16,785,269.9,451.3,268.5,455.6,0.1,286.3,437.2,4.8,9.4,100,Left,3
79,24a right.jpg,2,1485,918,16,935,209.9,489.4,210.6,498.3,0.3,374.6,436.3,16.7,19.2,100,Left,4
79,24a right.jpg,2,1485,1285,16,1301,167.1,545.4,155,553.2,0.3,528.5,427.1,15.3,29.8,100,Left,5
79,24p left.jpg,2,1486,419,16,436,461.8,416.5,374,407.1,1.4,286.3,437.2,83.7,182.8,100,Left,1
79,24p left.jpg,2,1486,1169,16,1186,367,388.4,435.9,388,1.2,374.6,436.3,69.4,142.6,100,Left,2
79,2a right.jpg,2,1483,267,16,283,522.9,390.2,630.6,389.5,1.6,245.2,420.3,93.9,222.7,100,Left,1
79,2a right.jpg,2,1483,917,83,1000,709.6,372.1,369.5,433.1,7.8,512.5,481.9,93.4,274.1,60.1,Left,2
79,2a right.jpg,2,1483,1267,16,1283,356.9,466,303.1,470.9,0.7,521.4,477.8,42.7,111.8,100,Left,3
79,2p left.jpg,2,1489,322,16,339,438,411.8,362.2,407.1,1.5,673.8,453.9,87.7,184.2,0,Left,1
79,2p left.jpg,2,1489,1289,50,1339,356.6,394.1,697.7,399.5,6.1,580.9,460.7,121.5,294.6,66.5,Left,2
79,3a left.jpg,2,1490,374,49,424,534.2,395.8,813.8,465.7,5.9,503.4,461.9,118.9,297.1,33.2,Left,1
79,3a left.jpg,2,1490,924,16,940,894.6,467.7,932.2,455.6,0.6,402.8,466,37.7,81.9,100,Left,2
79,3p right.jpg,2,1485,236,16,252,538.5,397.6,636.6,397.5,1.6,308.8,439.6,93.2,203,100,Left,1
79,3p right.jpg,2,1485,502,16,519,715.1,383,714.6,379.1,0.1,350.8,460.4,8.1,10.7,0,Left,2
79,4a left.jpg,2,1492,295,16,312,515.9,408.6,384.9,398.5,1.4,315.6,421.1,86.1,271.7,100,Left,1
79,4a left.jpg,2,1492,545,49,595,371.9,401.3,742.4,413.4,7.1,401.1,431.9,142.9,320,33.3,Left,2
79,4a left.jpg,2,1492,812,33,845,770.3,453.8,894.5,526.3,3.8,327.8,416.2,112.6,315,50.2,Left,3
79,4p left.jpg,2,1492,329,16,346,522.1,417.6,419.8,419.4,1.5,315.6,421.1,88.4,211.6,100,Left,1
79,4p left.jpg,2,1492,629,116,746,357.4,397.7,868.5,521,18.1,327.8,416.2,154.8,333.9,57.2,Left,2
79,4p left.jpg,2,1492,1012,16,1029,851.7,601.9,851.7,608.3,0.3,519.8,473.5,18.5,31.5,100,Left,3
79,4p left.jpg,2,1492,1362,16,1379,852.2,529.4,853.5,522.9,0.2,637.4,445.1,11.7,13.7,100,Left,4
79,5a right.jpg,2,1486,236,16,253,564.8,407.1,700.4,405.5,1.6,687.3,429.7,98.1,280.5,100,Left,1
79,5a right.jpg,2,1486,420,16,436,751.9,409.6,856,545.8,2.3,601,442.9,140.4,354.5,100,Left,2
79,5a right.jpg,2,1486,653,16,670,872.1,516.5,728.8,399.9,1.9,687.3,429.7,113.6,381.9,100,Left,3
79,5a right.jpg,2,1486,786,66,853,715.1,399.5,283.4,410.7,9.4,492.1,501.6,140.4,271.8,50,Left,4
79,5p right.jpg,2,1492,293,16,309,604.7,403.6,713.6,404.9,1.8,654.1,465.6,105.3,225.4,100,Left,1
79,5p right.jpg,2,1492,759,83,842,699.7,391.2,426.3,414.6,10.6,678.1,429.3,127.8,323.3,20,Left,2
79,5p right.jpg,2,1492,1009,16,1026,464.5,410.5,324.1,410.3,1.6,589.3,475.5,95.8,290.5,100,Left,3
79,5p right.jpg,2,1492,1409,83,1492,272,450.8,226.8,449.2,1.6,678.1,429.3,19.1,84.6,20.1,Left,4
79,6a right.jpg,2,1492,280,16,296,545.8,406.3,683.6,403,1.4,414.7,465.5,85.8,285.2,100,Left,1
79,6a right.jpg,2,1492,530,66,596,713.8,385.3,193.6,528.8,11.4,330.4,439.8,171.5,296.6,75.1,Left,2
79,6a right.jpg,2,1492,980,16,996,218.5,525.3,255.6,491.1,1,521.8,491,57.8,112.5,0,Left,3
79,6p left.jpg,2,1486,303,16,319,500.5,411.1,402.1,403.3,1.2,624.9,454.7,71.5,204.1,100,Left,1
79,6p left.jpg,2,1486,536,49,586,374,401.7,751.6,459.5,7,505.9,431.9,139.7,274.4,66.7,Left,2
